Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
44166765,Hush Hush,Lucia Franco,"Franco, Lucia",,"=""""","=""""",0,4.00,Amazon Digital Services,Kindle Edition,469,2019,2019,,2024/03/29,to-read,to-read (#159),to-read,,,,0,0
59818980,"Sinners Anonymous (Sinners Anonymous, #1)",Somme Sketcher,"Sketcher, Somme",,"=""""","=""""",0,3.83,,Kindle Edition,348,2021,2021,,2024/03/29,to-read,to-read (#158),to-read,,,,0,0
58527403,"Magnolia Parks (Magnolia Parks Universe, #1)",Jessa Hastings,"Hastings, Jessa",,"=""1737281198""","=""9781737281191""",0,3.73,,Kindle Edition,423,2021,2021,,2024/03/29,to-read,to-read (#157),to-read,,,,0,0
195922492,"Claim Me (Immortal Vices and Virtues: Her Monstrous Mates, #2)",Lexi C. Foss,"Foss, Lexi C.",,"=""1685302467""","=""9781685302467""",0,4.14,"Ninja Newt Publishing, LLC",Kindle Edition,358,2023,2023,,2024/03/28,to-read,to-read (#156),to-read,,,,0,0
123854403,"Covet Me (Immortal Vices and Virtues: Her Monstrous Mates, #1)",Kel Carpenter,"Carpenter, Kel","Aurelia Jane, Eva Wolf","=""1957953101""","=""9781957953106""",0,4.19,Raging Hippo Publishing,Paperback,450,2023,2023,,2024/03/28,to-read,to-read (#155),to-read,,,,0,0
41208450,First Death (Seventeen #0.1),A.D. Starrling,"Starrling, A.D.",,"=""""","=""""",0,4.15,,,,2018,2015,,2024/03/28,to-read,to-read (#154),to-read,,,,0,0
165940202,"A Fate Inked in Blood (Saga of the Unfated, #1)",Danielle L. Jensen,"Jensen, Danielle L.",,"=""0593599837""","=""9780593599839""",0,3.98,Del Rey,Hardcover,432,2024,2024,,2024/03/26,to-read,to-read (#153),to-read,,,,0,0
57227062,"Nyx (Dark and Dirty Sinners' MC, #1)",Serena Akeroyd,"Akeroyd, Serena",,"=""""","=""""",0,4.05,Serena Akeroyd Publishing Ltd.,Kindle Edition,298,2020,2020,,2024/03/25,to-read,to-read (#152),to-read,,,,0,0
60714999,"The Serpent and the Wings of Night (Crowns of Nyaxia, #1)",Carissa Broadbent,"Broadbent, Carissa",,"=""""","=""""",0,4.32,Independently Published,Kindle Edition,504,2022,2022,,2024/03/25,to-read,to-read (#151),to-read,,,,0,0
26032825,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,"Black, Holly",,"=""""","=""""",0,4.03,"Little, Brown Books for Young Readers",Hardcover,370,2018,2018,,2024/03/25,to-read,to-read (#150),to-read,,,,0,0
76713323,"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,"Maas, Sarah J.",,"=""1639731024""","=""9781639731022""",0,4.63,Bloomsbury Publishing,Hardcover,693,2023,2016,2024/03/24,2024/03/18,,,read,,,,1,0
126918599,"Empire of the Damned (Empire of the Vampire, #2)",Jay Kristoff,"Kristoff, Jay",,"=""1250245338""","=""9781250245335""",0,4.58,St. Martin's Press,Hardcover,709,2024,2024,,2024/03/24,to-read,to-read (#149),to-read,,,,0,0
76707900,"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,"Maas, Sarah J.",,"=""1639731008""","=""9781639731008""",5,4.61,Bloomsbury Publishing,Hardcover,648,2023,2015,2024/03/18,2024/03/14,,,read,,,,1,0
22822858,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,"=""""","=""""",0,4.32,Doubleday,Hardcover,720,2015,2015,,2024/03/15,to-read,to-read (#148),to-read,,,,0,0
16055,The Magician's Assistant,Ann Patchett,"Patchett, Ann",,"=""""","=""""",0,3.72,Fourth Estate,Paperback,357,1998,1997,,2024/03/15,to-read,to-read (#147),to-read,,,,0,0
76706470,"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",5,4.46,Bloomsbury USA Childrens,Hardcover,576,2023,2014,2024/03/14,2024/03/10,,,read,,,,1,0
199313243,Get in My Swamp (Get in My Swamp #1),G.M. Fairy,"Fairy, G.M.",,"=""""","=""9798215196236""",0,3.13,,ebook,0,2023,,,2024/03/14,to-read,to-read (#145),to-read,,,,0,0
136270181,Stay In My Swamp (Get In My Swamp #2),G.M. Fairy,"Fairy, G.M.",,"=""""","=""""",0,3.51,,Kindle Edition,201,2023,,,2024/03/14,to-read,to-read (#146),to-read,,,,0,0
57687320,"A Cursed Kiss (Myths of Airren, #1)",Jenny Hickman,"Hickman, Jenny",,"=""""","=""""",0,3.96,Midnight Tide Publishing,Kindle Edition,411,2021,2021,,2024/03/13,to-read,to-read (#144),to-read,,,,0,0
55987278,"Once Upon a Broken Heart (Once Upon a Broken Heart, #1)",Stephanie Garber,"Garber, Stephanie",,"=""1250268397""","=""9781250268396""",0,4.06,Flatiron Books,Hardcover,408,2021,2021,,2024/03/12,to-read,to-read (#143),to-read,,,,0,0
145622214,"Heir of Broken Fate (HOBF, #1)",Mads Rafferty,"Rafferty, Mads",,"=""0645803715""","=""9780645803716""",0,3.70,Independently Published,Paperback,512,2023,2023,,2024/03/12,to-read,to-read (#142),to-read,,,,0,0
60581370,"The Jasad Heir (The Scorched Throne, #1)",Sara  Hashem,"Hashem, Sara",,"=""0316477869""","=""9780316477864""",0,3.97,Orbit Books,Paperback,523,2023,2023,,2024/03/12,to-read,to-read (#141),to-read,,,,0,0
57282383,"A Shadow in the Ember (Flesh and Fire, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""""","=""""",0,4.47,Blue Box Press,Hardcover,647,2021,2021,,2024/03/12,to-read,to-read (#140),to-read,,,,0,0
181344829,Bride,Ali Hazelwood,"Hazelwood, Ali",,"=""""","=""""",0,4.03,Berkley,Kindle Edition,410,2024,2024,,2024/03/12,to-read,to-read (#139),to-read,,,,0,0
40024121,"The Gilded Ones (Deathless, #1)",Namina Forna,"Forna, Namina",,"=""1984848704""","=""""",0,4.00,Delacorte,Kindle Edition,432,2021,2020,,2024/03/10,to-read,to-read (#138),to-read,,,,0,0
76705490,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""1639730966""","=""9781639730964""",5,4.35,Bloomsbury Publishing,Hardcover,420,2023,2013,2024/03/10,2024/03/09,,,read,,,,1,0
59344312,Verity,Colleen Hoover,"Hoover, Colleen",,"=""153872474X""","=""9781538724743""",0,4.31,Grand Central Publishing,ebook,336,2021,2018,,2024/03/10,to-read,to-read (#137),to-read,,,,0,0
195580026,"Brutal Prince (Brutal Birthright, #1)",Sophie Lark,"Lark, Sophie",,"=""""","=""""",0,3.77,,Kindle Edition,376,2023,2020,,2024/03/10,to-read,to-read (#136),to-read,,,,0,0
61431922,"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,"Yarros, Rebecca",,"=""1649374046""","=""9781649374042""",0,4.57,Entangled: Red Tower Books,Hardcover,517,2023,2023,,2024/03/10,to-read,to-read (#135),to-read,,,,0,0
30314992,"American Queen (New Camelot Trilogy, #1)",Sierra Simone,"Simone, Sierra",,"=""153344367X""","=""9781533443670""",0,3.83,Createspace Independent Pub,Paperback,393,2016,2016,,2024/03/10,to-read,to-read (#134),to-read,,,,0,0
55215339,"A Touch of Darkness (Hades x Persephone Saga, #1)",Scarlett St.  Clair,"Clair, Scarlett St.",,"=""""","=""""",0,3.82,Scarlett St. Clair,Kindle Edition,379,2020,2019,,2024/03/10,to-read,to-read (#133),to-read,,,,0,0
52857700,"House of Flame and Shadow (Crescent City, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""1681193094""","=""9781681193090""",0,4.21,Bloomsbury Publishing,ebook,835,2024,2024,,2024/03/10,to-read,to-read (#132),to-read,,,,0,0
40132775,"House of Sky and Breath (Crescent City, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""1408884429""","=""9781408884423""",0,4.47,Bloomsbury Publishing,Hardcover,805,2022,2022,,2024/03/10,to-read,to-read (#131),to-read,,,,0,0
44778083,"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635574048""","=""9781635574043""",0,4.47,Bloomsbury Publishing,Hardcover,803,2020,2020,,2024/03/10,to-read,to-read (#130),to-read,,,,0,0
59841008,The Sunken City (The Sunken City #1),Emma V.R. Noyes,"Noyes, Emma V.R.",,"=""""","=""9798788041407""",0,3.90,Independently published,Paperback,376,2022,2022,,2024/03/10,to-read,to-read (#129),to-read,,,,0,0
76703559,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""163973094X""","=""9781639730940""",5,4.18,Bloomsbury Publishing,Hardcover,406,2023,2012,2024/03/09,2024/03/07,,,read,,,,1,0
51547941,"Resurrect (The Blooming Courts, #1)",Kendra Moreno,"Moreno, Kendra",Poppy Woods,"=""""","=""""",0,3.95,,Kindle Edition,366,2020,2020,,2024/03/09,to-read,to-read (#128),to-read,,,,0,0
61437076,"Woman of Blood & Bone (Rogue Ethereal, #1)",Annie Anderson,"Anderson, Annie",,"=""""","=""""",0,3.97,,Kindle Edition,244,2022,2018,,2024/03/09,to-read,to-read (#127),to-read,,,,0,0
126062562,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619632217""","=""9781619632219""",5,4.22,Bloomsbury Children’s Books,ebook,451,2023,2014,2024/03/07,2024/03/04,,,read,,,,1,0
59126924,"Promised in Fire (Of Dragons and Fae, #1)",Jasmine Walt,"Walt, Jasmine",,"=""1948108410""","=""9781948108416""",0,3.79,Dynamo Press,Paperback,414,2022,2022,,2024/03/07,to-read,to-read (#126),to-read,,,,0,0
44767458,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,"=""059309932X""","=""9780593099322""",0,4.28,Ace,Hardcover,658,2019,1965,,2024/03/06,to-read,to-read (#125),to-read,,,,0,0
56269205,"Empire of the Vampire (Empire of the Vampire, #1)",Jay Kristoff,"Kristoff, Jay",Bon Orthwick,"=""1250245281""","=""9781250245281""",0,4.35,St. Martin's Press,Hardcover,739,2021,2021,,2024/03/05,to-read,to-read (#124),to-read,,,,0,0
52831200,"From Blood and Ash (Blood and Ash, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1952457017""","=""9781952457012""",0,4.23,Blue Box Press,ebook,622,2020,2020,,2024/03/04,to-read,to-read (#123),to-read,,,,0,0
53138095,"A ​Court of Silver Flames (A Court of Thorns and Roses, #4)",Sarah J. Maas,"Maas, Sarah J.",,"=""168119628X""","=""9781681196282""",5,4.47,Bloomsbury Publishing,Hardcover,757,2021,2021,2024/03/03,2024/02/28,,,read,,,,1,0
50254146,Beastly Curse,Selene Drake,"Drake, Selene",,"=""""","=""""",0,3.90,Purpose Prevails Publishing,Kindle Edition,168,2020,,,2024/03/02,to-read,to-read (#122),to-read,,,,0,0
50659471,"A Court of Frost and Starlight (A Court of Thorns and Roses, #3.5)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575621""","=""9781635575620""",0,3.75,Bloomsbury Publishing,Paperback,232,2020,2018,2024/02/28,2024/02/28,,,read,,,,1,0
61101455,The Midnight House,Amanda Geard,"Geard, Amanda",,"=""1472283724""","=""9781472283726""",4,4.16,Review,Kindle Edition,455,2022,2022,2024/02/19,2023/12/17,,,read,,,,1,0
50659468,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575583""","=""9781635575583""",5,4.65,Bloomsbury Publishing,Paperback,626,2020,2016,2024/02/23,2024/02/19,,,read,,,,1,0
50659472,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575605""","=""9781635575606""",5,4.48,Bloomsbury Publishing,Paperback,703,2020,2017,2024/02/27,2024/02/23,,,read,,,,1,0
6280118,One Day,David Nicholls,"Nicholls, David",,"=""0340896965""","=""9780340896969""",0,3.85,Hodder & Stoughton,Paperback,435,2009,2009,,2024/02/25,to-read,to-read (#121),to-read,,,,0,0
207993539,Persephone: The Lost Goddesses (The Gods Universe Book 11),Alessa Thorn,"Thorn, Alessa",,"=""""","=""""",4,4.29,Thornstar Publishing Pty Ltd,Kindle Edition,117,2024,,2024/02/15,2024/02/14,,,read,,,,1,0
50659467,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575567""","=""9781635575569""",5,4.18,Bloomsbury Publishing,Paperback,419,2020,2015,2024/02/12,2023/08/17,,,read,,,,1,0
61432218,No One Saw a Thing,Andrea Mara,"Mara, Andrea",,"=""178763650X""","=""9781787636507""",5,3.98,Bantam,Hardcover,384,2023,2023,2024/02/14,2024/02/13,,,read,,,,1,0
59775797,"My Eternal Soldier (Sanctuary, Texas, #3)",Krystal Shannan,"Shannan, Krystal",,"=""""","=""""",0,4.32,KS Publishing,Kindle Edition,,2021,2015,2024/02/09,2024/02/06,,,read,,,,1,0
203758233,Mercury Rising: A Brides for the Blood Lords Novella (The Inferno Universe Book 1),Alessa Thorn,"Thorn, Alessa",,"=""""","=""""",0,4.03,Thornstar Publishing Pty Ltd,Kindle Edition,107,2023,,2024/02/05,2024/02/02,,,read,,,,1,0
63363507,Old Boys,Nick Spalding,"Spalding, Nick",,"=""1662507275""","=""9781662507274""",0,4.19,Lake Union Publishing,Kindle Edition,310,2023,2023,2024/02/01,2024/01/20,,,read,,,,1,0
11732634,"Smokin' Seventeen (Stephanie Plum, #17)",Janet Evanovich,"Evanovich, Janet",,"=""0345527704""","=""9780345527707""",0,3.99,Bantam,Mass Market Paperback,324,2011,2011,,2024/01/20,,,read,,,,1,0
7023554,"Sizzling Sixteen (Stephanie Plum, #16)",Janet Evanovich,"Evanovich, Janet",,"=""0739377728""","=""9780739377727""",0,3.98,Random House,Paperback,371,2010,2010,,2024/01/20,,,read,,,,1,0
6048530,"Finger Lickin' Fifteen (Stephanie Plum, #15)",Janet Evanovich,"Evanovich, Janet",,"=""0312383282""","=""9780312383282""",0,4.02,St. Martin's Press,Hardcover,308,2009,2009,,2024/01/20,,,read,,,,1,0
86663,"Ten Big Ones (Stephanie Plum, #10)",Janet Evanovich,"Evanovich, Janet",,"=""0312936222""","=""9780312936228""",0,4.15,St. Martin's Press,Mass Market Paperback,319,2005,2004,,2024/01/20,,,read,,,,1,0
6419,"Plum Lovin' (Stephanie Plum, #12.5)",Janet Evanovich,"Evanovich, Janet",,"=""0312306342""","=""9780312306342""",0,3.76,St. Martin's Press,Hardcover,164,2007,2007,,2024/01/20,,,read,,,,1,0
32735369,Tell Me Lies,Carola Lovering,"Lovering, Carola",,"=""""","=""""",0,3.48,Atria Books,Kindle Edition,352,2018,2018,2024/01/18,2024/01/02,,,read,,,,1,0
9361589,The Night Circus,Erin Morgenstern,"Morgenstern, Erin",,"=""""","=""9780385534635""",4,4.01,Doubleday,Hardcover,506,2011,2011,2023/12/09,2019/06/28,,,read,,,,1,0
55404546,Malibu Rising,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""""","=""""",5,4.04,Ballantine Books,Hardcover,369,2021,2021,2023/12/23,2023/05/06,,,read,,,,1,0
58065033,Lessons in Chemistry,Bonnie Garmus,"Garmus, Bonnie",,"=""""","=""""",5,4.29,Doubleday Books,Hardcover,390,2022,2022,2023/12/29,2023/03/19,,,read,,,,1,0
61153435,"Defiant Heart (Starlight Cove, #1)",Brighton Walsh,"Walsh, Brighton",,"=""1685180132""","=""""",0,3.77,"Bright Publishing, LLC",Kindle Edition,314,2022,2022,2023/12/12,2023/12/10,,,read,,,,1,0
26269152,"The Faerie Prince (Creepy Hollow, #2)",Rachel  Morgan,"Morgan, Rachel",,"=""0994667914""","=""9780994667915""",0,4.29,Rachel Morgan,Paperback,406,2015,2013,2023/12/09,2023/05/06,,,read,,,,1,0
65213595,Starling House,Alix E. Harrow,"Harrow, Alix E.",,"=""1250799058""","=""9781250799050""",5,3.83,Tor Books,Hardcover,308,2023,2023,2023/10/14,2023/10/14,,,read,,,,1,0
116536542,"Things We Left Behind (Knockemout, #3)",Lucy Score,"Score, Lucy",,"=""""","=""9798886439298""",5,4.42,That's What She Said Publishing,Kindle Edition,592,2023,2023,2023/10/04,2023/10/04,,,read,,,,1,0
63057864,Spells & Demons (Demon Hunter in Hiding Book 5),Trudi Jaye,"Jaye, Trudi",,"=""""","=""""",4,4.65,Star Media,Kindle Edition,407,2022,,2023/09/20,2023/09/07,,,read,,,,1,0
57382993,Dragons & Demons (Demon Hunter in Hiding Book 4),Trudi Jaye,"Jaye, Trudi",,"=""""","=""""",4,4.52,,Kindle Edition,435,2021,,2023/09/12,2023/09/07,,,read,,,,1,0
197066476,Ironheart (Feather and Stone Book 1),Alessa  Thorn,"Thorn, Alessa",,"=""""","=""""",4,4.08,Thornstar Publishing Ptd Ltd,Kindle Edition,226,2023,,2023/10/19,2023/10/14,,,read,,,,1,0
10429045,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,"Mafi, Tahereh",,"=""0062085484""","=""9780062085481""",0,3.85,Harper,Hardcover,338,2011,2011,,2023/10/11,to-read,to-read (#120),to-read,,,,0,0
57571485,Secrets & Demons (Demon Hunter in Hiding),Trudi Jaye,"Jaye, Trudi",,"=""0995149704""","=""9780995149700""",0,3.33,Star Media Ltd,Paperback,422,2021,,2023/08/22,2023/09/20,,,read,,,,1,0
40718386,The Passengers,John Marrs,"Marrs, John",,"=""1473558522""","=""9781473558526""",0,4.07,Ebury Digital,ebook,400,2019,2019,,2023/09/17,to-read,to-read (#119),to-read,,,,0,0
40670312,The One,John Marrs,"Marrs, John",,"=""""","=""""",0,4.11,Hanover Square Press,Kindle Edition,418,2018,2016,,2023/09/17,to-read,to-read (#118),to-read,,,,0,0
55994375,The Paper Palace (Reese's Book Club),Miranda Cowley Heller,"Heller, Miranda Cowley",,"=""0593414357""","=""9780593414354""",0,3.80,Random House Large Print,Paperback,512,2021,2021,,2023/09/17,to-read,to-read (#117),to-read,,,,0,0
177913434,Cassandra in Reverse,Holly Smale,"Smale, Holly",,"=""0778307875""","=""9780778307877""",0,3.56,Mira Books,Paperback,368,2023,2023,,2023/09/17,to-read,to-read (#116),to-read,,,,0,0
62050275,Wrong Place Wrong Time,Gillian McAllister,"McAllister, Gillian",,"=""0063316501""","=""9780063316508""",0,3.99,William Morrow Large Print,Paperback,480,2022,2022,,2023/09/17,to-read,to-read (#115),to-read,,,,0,0
55196813,"The Maid (Molly the Maid, #1)",Nita Prose,"Prose, Nita",,"=""""","=""""",0,3.77,Ballantine Books,Hardcover,304,2022,2022,,2023/09/12,to-read,to-read (#114),to-read,,,,0,0
75625614,"Deepest Cut (Mercenaries and Magic, #4)",Alessa Thorn,"Thorn, Alessa",,"=""""","=""""",4,4.31,Thornstar Publishing,Kindle Edition,227,2023,2023,2023/02/23,2023/02/15,,,read,,,,1,0
67998677,Toughest Deal (Mercenaries and Magic #3),Alessa Thorn,"Thorn, Alessa",,"=""""","=""""",4,4.31,Thornstar Pty Ltd,Kindle Edition,240,2023,2023,2023/02/14,2023/02/14,,,read,,,,1,0
59954769,"Sharpest Edge (Mercenaries and Magic, #2)",Alessa Thorn,"Thorn, Alessa",,"=""""","=""""",4,4.18,Thornstar Publishing Pty Ltd,Kindle Edition,260,2022,2022,2023/02/14,2023/02/14,,,read,,,,1,0
54981009,The Last Thing He Told Me,Laura Dave,"Dave, Laura",,"=""""","=""""",4,3.83,Simon & Schuster,Hardcover,307,2021,2021,2023/02/06,2023/05/06,,,read,,,,1,0
59063718,"Darkest Night (Mercenaries and Magic, #1)",Alessa Thorn,"Thorn, Alessa",,"=""""","=""""",4,3.99,Thornstar Publishing Pty Ltd,Kindle Edition,230,2021,2021,2023/01/27,2023/01/20,,,read,,,,1,0
62821913,Luna Cursed,Alessa Thorn,"Thorn, Alessa",,"=""""","=""""",4,4.32,Thornstar Publishing Pty Ltd,Kindle Edition,223,2022,,2023/01/20,2023/01/16,,,read,,,,1,0
61961005,"Elf Shot (Ironwood, #3; The Fae Universe #6)",Alessa Thorn,"Thorn, Alessa",,"=""""","=""""",4,4.21,Thornstar Pty Ltd,Kindle Edition,245,2022,2022,2023/01/16,2023/01/12,,,read,,,,1,0
61053062,"God Touched (Ironwood, #2; The Fae Universe #5)",Alessa Thorn,"Thorn, Alessa",,"=""""","=""""",4,4.37,Thornstar Pty Ltd,Kindle Edition,256,2022,2022,2023/01/11,2023/01/08,,,read,,,,1,0
60300494,Trash and Treasure (Ironwood #1; The Fae Universe #4),Alessa Thorn,"Thorn, Alessa",,"=""""","=""""",4,4.19,Thornstar Publishing Pty Ltd,Kindle Edition,236,2022,2022,2023/01/07,2023/01/05,,,read,,,,1,0
57852572,Wings of the Night Prince (The Fae Universe #3),Alessa Thorn,"Thorn, Alessa",,"=""""","=""""",4,4.11,Thornstar Publishing Pty Ltd,Kindle Edition,199,2021,2021,2023/01/05,2023/01/02,,,read,,,,1,0
57219491,Heart of the Winter Prince (The Fae Universe #2),Alessa Thorn,"Thorn, Alessa",,"=""""","=""""",4,4.03,Thornstar Publishing Pty Ltd,Kindle Edition,214,2021,2021,2023/01/02,2022/12/31,,,read,,,,1,0
179015131,Roar of the Storm King (The Lost Fae Kings #3),Alessa Thorn,"Thorn, Alessa",,"=""""","=""""",4,4.32,Thornstar Publishing Pty Ltd,Kindle Edition,216,2023,,2023/07/16,2023/07/17,,,read,,,,1,0
150331778,Song of the Sea King (The Lost Fae Kings #2),Alessa Thorn,"Thorn, Alessa",,"=""""","=""""",4,4.28,Thornstar Publishing Pty Ltd,Kindle Edition,210,2023,,2023/05/20,2023/05/19,,,read,,,,1,0
50784844,Our Little Cruelties,Liz Nugent,"Nugent, Liz",,"=""1844883957""","=""9781844883950""",4,3.76,Penguin Ireland,Paperback,384,2020,2020,2023/05/14,2023/05/06,,,read,,,,1,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",5,4.41,Atria Books,Hardcover,389,2017,2017,2023/05/06,2023/05/06,,,read,,,,1,0
62026991,Things We Hide from the Light (Knockemout #2),Lucy Score,"Score, Lucy",,"=""1399713787""","=""9781399713788""",4,4.05,Hodder & Stoughton,Kindle Edition,594,2023,2023,2023/06/12,2023/06/07,,,read,,,,1,0
61282399,Things We Never Got Over (Knockemout #1),Lucy Score,"Score, Lucy",,"=""1399713752""","=""9781399713757""",4,4.15,Hodder & Stoughton,Kindle Edition,562,2022,2022,2023/06/06,2023/05/25,,,read,,,,1,0
37693552,"Evermore (Everless, #2)",Sara  Holland,"Holland, Sara",,"=""0062653717""","=""9780062653710""",4,3.53,HarperTeen,ebook,368,2018,2018,2023/07/08,2021/11/01,,,read,,,,1,0
32320661,"Everless (Everless, #1)",Sara  Holland,"Holland, Sara",,"=""0062653652""","=""9780062653659""",4,3.79,HarperTeen ,Hardcover,362,2018,2018,2023/07/05,2021/11/01,,,read,,,,1,0
92728434,"Wish (Wing, #1)",Morgan Rice,"Rice, Morgan",,"=""""","=""""",3,3.71,,Kindle Edition,167,2023,,2023/07/09,2023/07/09,,,read,,,,1,0
54256321,A Crucible Witch (Spellcasters Spy Academy #3),Ashley McLeo,"McLeo, Ashley",,"=""""","=""""",4,4.28,,Kindle Edition,440,2020,,2023/08/19,2023/08/15,,,read,,,,1,0
51060833,A Rebel Witch (Spellcasters Spy Academy #2),Ashley McLeo,"McLeo, Ashley",,"=""""","=""9781947245259""",4,4.25,Meraki Press ,ebook,355,2020,,2023/08/16,2023/08/15,,,read,,,,1,0
49896764,A Legacy Witch (Spellcasters Spy Academy #1),Ashley McLeo,"McLeo, Ashley",,"=""""","=""""",4,4.01,Meraki Press,Kindle Edition,322,2019,2019,2023/08/09,2023/08/05,,,read,,,,1,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",5,4.23,"Little, Brown and Company",Hardcover,393,2018,2018,2023/08/04,2023/08/01,,,read,,,,1,0
55648060,"Shadow of Demons (Demon Hunter in Hiding, #3)",Trudi Jaye,"Jaye, Trudi",,"=""""","=""""",4,4.58,,Kindle Edition,415,2020,,2023/09/07,2023/09/07,,,read,,,,1,0
53486743,"Dancing With Demons (Demon Hunter in Hiding, #2)",Trudi Jaye,"Jaye, Trudi",,"=""""","=""""",4,4.52,Star Media,Kindle Edition,472,2020,,2023/08/31,2023/08/31,,,read,,,,1,0
53486548,"Stalked By Demons (Demon Hunter in Hiding, #1)",Trudi Jaye,"Jaye, Trudi",,"=""""","=""""",4,3.93,Star Media,Kindle Edition,275,2020,,2023/08/26,2023/08/22,,,read,,,,1,0
11607446,"The Wishing Spell (The Land of Stories, #1)",Chris Colfer,"Colfer, Chris",,"=""031620157X""","=""9780316201575""",0,4.25,"Little, Brown Young Readers",Hardcover,438,2012,2012,,2023/09/07,to-read,to-read (#113),to-read,,,,0,0
55817097,"Twisted Love (Twisted, #1)",Ana Huang,"Huang, Ana",,"=""""","=""""",0,3.72,,Kindle Edition,360,2021,2021,,2023/09/06,to-read,to-read (#112),to-read,,,,0,0
54683187,"The Annihilator (Dark Verse, #5)",RuNyx,"RuNyx, RuNyx",,"=""""","=""""",0,4.16,,ebook,257,2022,2022,2023/05/26,2023/05/20,,,read,,,,1,0
18162954,Galatea,Madeline Miller,"Miller, Madeline",,"=""1408848147""","=""""",0,3.93,Bloomsbury Paperbacks,Kindle Edition,27,2013,2013,,2023/08/05,to-read,to-read (#111),to-read,,,,0,0
60340728,"Rock and Troll (Mystical Matchmakers, #1)",C.C. Wood,"Wood, C.C.",,"=""""","=""""",0,4.08,,Kindle Edition,212,2022,,2023/07/27,2023/07/24,,,read,,,,1,0
33875041,"Perfect Formation (Perfect Fit, #1)",K.B. Alan,"Alan, K.B.",,"=""""","=""""",0,3.69,Second Shift Publishing,Kindle Edition,214,2017,2009,2023/07/23,2023/07/22,,,read,,,,1,0
61055720,Make Me Blush,Marie  Johnston,"Johnston, Marie",,"=""""","=""""",0,4.33,LE Publishing,Kindle Edition,299,2022,,,2023/07/17,to-read,to-read (#110),to-read,,,,0,0
43822820,"The Family Upstairs (The Family Upstairs, #1)",Lisa Jewell,"Jewell, Lisa",,"=""1501190105""","=""9781501190100""",0,3.96,Atria Books,Hardcover,340,2019,2019,,2023/07/13,to-read,to-read (#109),to-read,,,,0,0
33858905,The End We Start From,Megan  Hunter,"Hunter, Megan",,"=""""","=""""",0,3.40,Grove Press,Kindle Edition,160,2017,2017,,2023/07/13,to-read,to-read (#108),to-read,,,,0,0
59366252,Magpie,Elizabeth Day,"Day, Elizabeth",,"=""1982187603""","=""9781982187606""",0,3.63,Simon & Schuster,Hardcover,336,2022,2022,,2023/07/13,to-read,to-read (#107),to-read,,,,0,0
50224049,How to Kill Your Family,Bella Mackie,"Mackie, Bella",,"=""""","=""""",0,3.53,The Borough Press,Hardcover,355,2021,2021,,2023/07/13,to-read,to-read (#106),to-read,,,,0,0
34037113,"The Rules of Magic (Practical Magic, #0.2)",Alice Hoffman,"Hoffman, Alice",Tanja Fornaro,"=""""","=""""",0,4.00,Simon & Schuster,Kindle Edition,369,2017,2017,,2023/07/10,to-read,to-read (#105),to-read,,,,0,0
49610587,"Winter (Evermore Academy, #1)",Audrey  Grey,"Grey, Audrey",,"=""""","=""""",0,4.12,Starfall Press,Kindle Edition,422,2019,2019,,2023/07/08,to-read,to-read (#104),to-read,,,,0,0
60289670,Sorcerers and Saints,Amy Kuivalainen,"Kuivalainen, Amy",,"=""""","=""""",0,4.13,Amy Kuivalainen,Kindle Edition,248,2022,2022,2023/06/29,2023/06/13,,,read,,,,1,0
