Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
37539457,Normal People,Sally Rooney,"Rooney, Sally",,"=""0571334644""","=""9780571334643""",4,3.81,Faber & Faber,Hardcover,266,2018,2018,2019/04/03,2019/04/02,,,read,,,,1,0
38819868,"My Sister, the Serial Killer",Oyinkan Braithwaite,"Braithwaite, Oyinkan",,"=""0385544235""","=""9780385544238""",3,3.66,Doubleday,Hardcover,226,2018,2018,2019/01/09,2019/01/04,,,read,,,,1,0
31434883,Eleanor Oliphant Is Completely Fine,Gail Honeyman,"Honeyman, Gail",,"=""0735220689""","=""9780735220683""",5,4.23,Pamela Dorman Books / Viking,Hardcover,336,2017,2017,2018/12/31,2019/01/04,,,read,,,,1,0
29864343,"Rich People Problems (Crazy Rich Asians, #3)",Kevin Kwan,"Kwan, Kevin",,"=""0385542232""","=""9780385542234""",0,3.95,Doubleday,Hardcover,398,2017,2017,2018/12/16,2018/12/08,,,read,,,,1,0
22674105,"China Rich Girlfriend (Crazy Rich Asians, #2)",Kevin Kwan,"Kwan, Kevin",,"=""0385539088""","=""9780385539081""",0,3.84,Knopf Doubleday,Hardcover,378,2015,2015,2018/12/01,2018/11/23,,,read,,,,1,0
22544764,Uprooted,Naomi Novik,"Novik, Naomi",,"=""0804179034""","=""9780804179034""",0,4.03,Del Rey,Hardcover,438,2015,2015,,2018/12/08,to-read,to-read (#74),to-read,,,,0,0
39297840,Are We All Lemmings and Snowflakes?,Holly Bourne,"Bourne, Holly",,"=""""","=""9781474958493""",0,3.94,Usborne Publishing Ltd,ebook,400,2018,2018,,2018/12/08,to-read,to-read (#73),to-read,,,,0,0
40934989,A Keeper,Graham Norton,"Norton, Graham",,"=""""","=""9781473664982""",4,3.99,Hodder & Stoughton,Paperback,326,2018,2018,2018/11/21,2018/11/22,,,read,,,,1,0
16085481,"Crazy Rich Asians (Crazy Rich Asians, #1)",Kevin Kwan,"Kwan, Kevin",,"=""0385536976""","=""9780385536974""",4,3.91,Doubleday,Hardcover,403,2013,2013,2018/11/15,2018/11/10,,,read,,,,1,0
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",0,4.44,Bantam,Mass Market Paperback,835,2005,1996,,2016/04/29,to-read,to-read (#72),to-read,,,,0,0
17908462,"Takedown Twenty (Stephanie Plum, #20)",Janet Evanovich,"Evanovich, Janet",,"=""0804179468""","=""9780345542885""",0,3.87,Bantam,Hardcover,307,2013,2013,,2016/10/12,to-read,to-read (#71),to-read,,,,0,0
7193563,Pretty Little Things,Jilliane Hoffman,"Hoffman, Jilliane",,"=""1593156073""","=""9781593156077""",4,4.04,Vanguard Press,Paperback,360,2010,2010,2018/07/17,2018/07/17,,,read,,,,1,0
17333223,The Goldfinch,Donna Tartt,"Tartt, Donna",,"=""0316055433""","=""9780316055437""",0,3.95,"Little, Brown",Hardcover,771,2013,2013,2018/05/09,2018/05/06,,,read,,,,1,0
9586134,Coconut Unlimited,Nikesh Shukla,"Shukla, Nikesh",,"=""0704372045""","=""9780704372047""",0,3.25,Quartet Books (UK),Paperback,200,2010,2010,,2018/05/06,to-read,to-read (#70),to-read,,,,0,0
10387289,"The Righteous (Righteous, #1)",Michael  Wallace,"Wallace, Michael",,"=""""","=""""",0,3.56,Thomas & Mercer,ebook,330,2012,2011,2018/03/26,2018/03/26,,,read,,,,1,0
22055262,"A Darker Shade of Magic (Shades of Magic, #1)",Victoria Schwab,"Schwab, Victoria",,"=""0765376458""","=""9780765376459""",0,4.05,Tor,Hardcover,400,2015,2015,2018/03/13,2018/03/13,,,read,,,,1,0
12716010,"Rapture (Fallen, #4)",Lauren Kate,"Kate, Lauren",,"=""""","=""""",0,3.99,,Kindle Edition,466,2012,2012,,2018/02/22,,,read,,,,1,0
9369720,"Passion (Fallen, #3)",Lauren Kate,"Kate, Lauren",,"=""0385739168""","=""9780385739160""",0,3.86,Delacorte Press,Hardcover,420,2011,2011,,2018/02/22,,,read,,,,1,0
7740152,"Torment (Fallen, #2)",Lauren Kate,"Kate, Lauren",,"=""0385739141""","=""9780385739146""",0,3.84,Delacorte Press,Hardcover,452,2010,2010,,2018/02/22,,,read,,,,1,0
6487308,"Fallen (Fallen, #1)",Lauren Kate,"Kate, Lauren",,"=""0385738935""","=""9780385738934""",0,3.72,Delacorte Press,Hardcover,464,2009,2009,2018/02/01,2018/02/01,,,read,,,,1,0
26224096,Bricking It,Nick Spalding,"Spalding, Nick",,"=""150393411X""","=""9781503934115""",0,3.99,Lake Union Publishing,Kindle Edition,290,2015,2015,2018/01/25,2018/01/25,,,read,,,,1,0
18214414,"The Silkworm (Cormoran Strike, #2)",Robert Galbraith,"Galbraith, Robert",J.K. Rowling,"=""0316206873""","=""9780316206877""",0,4.05,Mulholland Books,Hardcover,464,2014,2014,2018/01/18,2018/01/09,,,read,,,,1,0
33584818,The Secrets She Keeps,Michael Robotham,"Robotham, Michael",,"=""1501170317""","=""9781501170317""",5,4.02,Scribner,Hardcover,352,2017,2017,2018/01/05,2018/01/06,,,read,,,,1,0
16160797,"The Cuckoo's Calling (Cormoran Strike, #1)",Robert Galbraith,"Galbraith, Robert",,"=""0316206849""","=""9780316206846""",0,3.89,Mulholland Books,Hardcover,456,2013,2013,2017/12/21,2017/12/11,,,read,,,,1,0
6539596,The Brightest Star in the Sky,Marian Keyes,"Keyes, Marian",,"=""0718149866""","=""9780718149864""",0,3.69,Michael Joseph,Hardcover,466,2009,2009,2017/12/11,2017/11/20,,,read,,,,1,0
23015589,"The Lost Chalice (Relic Seekers, #3)",Anita Clenney,"Clenney, Anita",,"=""1477821570""","=""9781477821572""",0,4.09,Montlake Romance,Paperback,304,2015,2015,2017/11/06,2017/11/06,,,read,,,,1,0
17944649,"Fountain Of Secrets (Relic Seekers, #2)",Anita Clenney,"Clenney, Anita",,"=""147780868X""","=""9781477808689""",0,4.09,Montlake Romance,Paperback,342,2013,2013,2017/10/31,2017/10/31,,,read,,,,1,0
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""""","=""""",0,4.26,William Morrow,Mass Market Paperback,491,2006,1990,,2017/10/27,to-read,to-read (#69),to-read,,,,0,0
15845719,"Guardians of Stone (Relic Seekers, #1)",Anita Clenney,"Clenney, Anita",,"=""1612186548""","=""9781612186542""",0,3.81,Montlake Romance,Paperback,311,2012,2012,2017/10/27,2017/10/24,,,read,,,,1,0
25390583,Shades of Darkness (Ravenborn #1),A.R. Kahler,"Kahler, A.R.",,"=""1481432575""","=""9781481432573""",0,3.41,Simon Pulse,Hardcover,294,2016,2016,,2017/10/19,to-read,to-read (#68),to-read,,,,0,0
26841365,"Black Ice Burning (Pale Queen, #3)",A.R. Kahler,"Kahler, A.R.",,"=""150398916X""","=""9781503989160""",4,4.21,47North,Kindle Edition,288,2016,2016,2017/10/19,2017/10/17,,,read,,,,1,0
26570433,"Cold Dream Dawning (Pale Queen, #2)",A.R. Kahler,"Kahler, A.R.",,"=""150398558X""","=""9781503985582""",0,3.97,47North,Kindle Edition,258,2016,2016,2017/10/15,2017/10/17,,,read,,,,1,0
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",0,4.23,Crown Publishers,Hardcover,374,2011,2011,,2017/10/10,to-read,to-read (#67),to-read,,,,0,0
25590133,"Pale Queen Rising (Pale Queen, #1)",A.R. Kahler,"Kahler, A.R.",,"=""150391934X""","=""9781503919341""",0,3.53,47North,Kindle Edition,254,2015,2015,2017/10/07,2017/09/28,,,read,,,,1,0
31450852,"Tower of Dawn (Throne of Glass, #6)",Sarah J. Maas,"Maas, Sarah J.",,"=""1681195771""","=""9781681195773""",0,4.27,Bloomsbury USA Childrens,Hardcover,660,2017,2017,,2017/09/05,to-read,to-read (#66),to-read,,,,0,0
20422691,"The Immortal Circus: Final Act (Cirque des Immortels, #3)",A.R. Kahler,"Kahler, A.R.",,"=""1477873066""","=""9781477873069""",0,3.79,47North,Kindle Edition,252,2014,2014,2017/08/27,2017/08/22,,,read,,,,1,0
27833670,Dark Matter,Blake Crouch,"Crouch, Blake",,"=""1101904224""","=""9781101904220""",0,4.14,Ballantine Books,Hardcover,342,2016,2016,,2017/08/31,to-read,to-read (#65),to-read,,,,0,0
17698017,"The Immortal Circus: Act Two (Cirque des Immortels, #2)",A.R. Kahler,"Kahler, A.R.",,"=""1477857370""","=""""",0,3.83,47North,Kindle Edition,223,2013,2013,2017/08/22,2017/08/21,,,read,,,,1,0
17398829,"The Immortal Circus: Act One (Cirque des Immortels, #1)",A.R. Kahler,"Kahler, A.R.",,"=""1611099447""","=""9781611099447""",4,3.75,47North,Paperback,231,2013,2012,2017/08/21,2017/08/21,,,read,,,,1,0
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1476746583""","=""9781476746586""",0,4.31,Scribner,Hardcover,544,2014,2014,,2017/08/11,to-read,to-read (#64),to-read,,,,0,0
15842441,"Effortless (Thoughtless, #2)",S.C. Stephens,"Stephens, S.C.",,"=""1476717486""","=""9781476717487""",0,4.34,Gallery Books,Paperback,487,2013,2011,2017/01/01,2017/02/01,,,read,,,,1,0
13517535,"Thoughtless (Thoughtless, #1)",S.C. Stephens,"Stephens, S.C.",,"=""146109111X""","=""9781461091110""",0,4.08,CreateSpace,Paperback,530,2011,2012,2017/01/01,2017/02/01,,,read,,,,1,0
2800905,"The Summoning (Darkest Powers, #1)",Kelley Armstrong,"Armstrong, Kelley",,"=""0061662690""","=""9780061662690""",0,4.02,HarperCollins,Hardcover,390,2008,2008,2017/02/01,2017/04/21,to-read,to-read (#63),to-read,,,,1,0
24602221,Weavers,Aric Davis,"Davis, Aric",,"=""1477849343""","=""9781477849347""",0,3.74,Thomas & Mercer,Paperback,395,2015,2015,2017/06/02,2017/06/30,,,read,,,,1,0
21888218,Fat Chance,Nick Spalding,"Spalding, Nick",,"=""1477824561""","=""9781477824566""",0,3.90,Lake Union Publishing,Paperback,288,2014,2014,2017/06/09,2017/05/09,,,read,,,,1,0
13315078,Recipe for Love,Katie Fforde,"Fforde, Katie",,"=""1846056527""","=""9781846056529""",0,3.79,Century,Hardcover,400,2012,2012,2017/05/08,2017/05/09,,,read,,,,1,0
18706037,Cassidy Lane,Maria Murnane,"Murnane, Maria",,"=""1477849947""","=""9781477849941""",0,3.75,Lake Union Publishing,Paperback,342,2014,2014,2017/04/19,2017/04/13,,,read,,,,1,0
9628111,"Opal Fire (A Stacy Justice Mystery, #2)",Barbra Annino,"Annino, Barbra",,"=""1935407902""","=""9781935407904""",0,4.06,Dane House,Paperback,236,2011,2010,2017/02/01,2017/02/01,,,read,,,,1,0
13447149,"Resist (Breathe, #2)",Sarah Crossan,"Crossan, Sarah",,"=""0062118722""","=""9780062118721""",3,3.73,Greenwillow Books,Hardcover,368,2013,2013,2017/04/01,2017/04/09,,,read,,,,1,0
31364727,Holding,Graham Norton,"Norton, Graham",,"=""1444792008""","=""9781444792003""",0,3.83,Hodder & Stoughton,Hardcover,320,2016,2016,2017/04/01,2017/04/09,,,read,,,,1,0
11205972,Death On a High Floor,Charles  Rosenberg,"Rosenberg, Charles",,"=""""","=""""",0,3.68,Sliding Hill Press,Kindle Edition,455,2011,2011,2017/01/26,2017/01/15,,,read,,,,1,0
20681074,Long Knives (Robert Tarza Book 2),Charles  Rosenberg,"Rosenberg, Charles",,"=""1477867511""","=""9781477867518""",0,3.37,Thomas & Mercer,Kindle Edition,504,2014,2014,,2017/01/26,to-read,to-read (#62),to-read,,,,0,0
11544466,"Breathe (Breathe, #1)",Sarah Crossan,"Crossan, Sarah",,"=""0062118692""","=""9780062118691""",0,3.68,Greenwillow,Hardcover,373,2012,2012,2017/01/14,2017/01/12,,,read,,,,1,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",0,4.14,Anchor Books,Paperback,311,1998,1985,,2017/01/08,to-read,to-read (#61),to-read,,,,0,0
28260587,"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",5,4.63,Bloomsbury Children's Books,Hardcover,689,2016,2016,2016/12/24,2016/04/27,,,read,,,,1,0
25558608,"A Torch Against the Night (An Ember in the Ashes, #2)",Sabaa Tahir,"Tahir, Sabaa",,"=""""","=""9780008250447""",5,4.23,Razorbill,Hardcover,452,2016,2016,2016/12/09,2016/12/08,,,read,,,,1,0
30809786,"A Reaper at the Gates (An Ember in the Ashes, #3)",Sabaa Tahir,"Tahir, Sabaa",,"=""0448494507""","=""9780448494500""",0,4.15,Razorbill,Hardcover,458,2018,2018,,2016/12/08,to-read,to-read (#60),to-read,,,,0,0
27774758,"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir,"Tahir, Sabaa",,"=""""","=""""",5,4.25,Razorbill,Paperback,446,2016,2015,2016/11/19,2016/11/19,,,read,,,,1,0
9302,The Other Side of the Story,Marian Keyes,"Keyes, Marian",,"=""0060731486""","=""9780060731489""",4,3.80,William Morrow Paperbacks,Paperback,528,2008,2004,2016/09/23,2016/10/12,,,read,,,,1,0
27163154,The House at the Edge of Night,Catherine Banner,"Banner, Catherine",,"=""0812998790""","=""9780812998795""",0,3.97,Random House,Hardcover,419,2016,2016,,2016/07/05,to-read,to-read (#59),to-read,,,,0,0
26074170,"This Savage Song  (Monsters of Verity, #1)",Victoria Schwab,"Schwab, Victoria",,"=""0062380850""","=""9780062380852""",0,4.04,Greenwillow Books,Hardcover,451,2016,2016,,2016/07/05,to-read,to-read (#58),to-read,,,,0,0
26247008,Truly Madly Guilty,Liane Moriarty,"Moriarty, Liane",,"=""1250125561""","=""9781250069795""",0,3.59,Flatiron Books,Hardcover,432,2016,2016,,2016/07/05,to-read,to-read (#57),to-read,,,,0,0
30118576,"Before the Snow (Stealing Snow, #0.1)",Danielle  Paige,"Paige, Danielle",,"=""1681193833""","=""9781681193830""",0,3.67,Bloomsbury USA Children's,ebook,90,2016,2016,,2016/07/05,to-read,to-read (#56),to-read,,,,0,0
29056083,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",J.K. Rowling,"Rowling, J.K.","Jack Thorne, John Tiffany","=""""","=""""",0,3.48,"Little, Brown",Hardcover,343,2016,2016,,2016/07/05,to-read,to-read (#55),to-read,,,,0,0
2334751,This Charming Man,Marian Keyes,"Keyes, Marian",,"=""0718149122""","=""9780718149123""",4,3.78,Michael Joseph LTD,Hardcover,704,2008,2008,2016/04/29,2016/03/20,,,read,,,,1,0
26116460,"Unrivaled (Beautiful Idols, #1)",Alyson Noel,"Noel, Alyson",,"=""0062324527""","=""9780062324528""",0,3.38,Katherine Tegen Books,Hardcover,420,2016,2016,,2016/04/27,to-read,to-read (#54),to-read,,,,0,0
25858385,"All Chained Up (Devil's Rock, #1)",Sophie Jordan,"Jordan, Sophie",,"=""006242369X""","=""9780062423696""",0,3.80,Avon,Kindle Edition,384,2016,2016,,2016/03/24,to-read,to-read (#53),to-read,,,,0,0
22475781,"The Unleashing (Call of Crows, #1)",Shelly Laurenston,"Laurenston, Shelly",,"=""1617735051""","=""9781617735059""",0,3.90,Kensington,Trade Paperback,373,2015,2015,,2016/03/24,to-read,to-read (#52),to-read,,,,0,0
18006496,"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619636042""","=""9781619636040""",5,4.61,Bloomsbury USA Childrens,Hardcover,648,2015,2015,2016/03/11,2016/03/09,,,read,,,,1,0
16096824,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619634449""","=""9781619634442""",0,4.18,Bloomsbury USA Childrens,Hardcover,419,2015,2015,,2016/03/15,to-read,to-read (#51),to-read,,,,0,0
9579634,"Prince of Thorns (The Broken Empire, #1)",Mark  Lawrence,"Lawrence, Mark",,"=""0007423292""","=""9780007423293""",0,3.84,Voyager,Hardcover,373,2011,2011,,2016/03/15,to-read,to-read (#50),to-read,,,,0,0
20613470,"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619630656""","=""9781619630659""",5,4.46,Bloomsbury YA,Hardcover,565,2014,2014,2016/03/09,2016/03/02,,,read,,,,1,0
17167166,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619630621""","=""9781619630628""",4,4.35,Bloomsbury USA Childrens,Hardcover,420,2013,2013,2016/03/02,2016/03/02,,,read,,,,1,0
7896527,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",5,4.18,Bloomsbury USA Children's,Hardcover,406,2012,2012,2016/02/27,2016/03/02,,,read,,,,1,0
18243700,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",5,4.22,Bloomsbury Childrens,ebook,448,2014,2014,2016/02/25,2016/02/16,,,read,,,,1,0
14740588,"Notorious Nineteen (Stephanie Plum, #19)",Janet Evanovich,"Evanovich, Janet",,"=""""","=""""",4,3.98,Headline Book Publishing,Hardcover,302,2012,2012,2016/02/10,2016/02/16,,,read,,,,1,0
3975774,"Evermore (The Immortals, #1)",Alyson Noel,"Noel, Alyson",,"=""031253275X""","=""9780312532758""",4,3.59,St. Martin's Griffin,Paperback,301,2009,2009,2016/01/01,2016/01/17,,,read,,,,1,0
6134826,"Blue Moon (The Immortals, #2)",Alyson Noel,"Noel, Alyson",,"=""0312532768""","=""9780312532765""",0,3.61,St. Martin's Griffin,Paperback,284,2009,2009,2016/01/04,2016/01/17,,,read,,,,1,0
9395215,"Everlasting (The Immortals, #6)",Alyson Noel,"Noel, Alyson",,"=""142998192X""","=""9781429981927""",3,3.90,St. Martin's Griffin,ebook,336,2011,2011,2016/01/29,2016/02/02,,,read,,,,1,0
7739934,"Night Star (The Immortals, #5)",Alyson Noel,"Noel, Alyson",,"=""0312590989""","=""9780312590987""",0,3.80,St. Martin's Griffin,Hardcover,302,2010,2010,2016/01/01,2016/02/02,,,read,,,,1,0
7198988,"Dark Flame (The Immortals, #4)",Alyson Noel,"Noel, Alyson",,"=""0312590970""","=""9780312590970""",0,3.73,St. Martin's Griffin,Hardcover,320,2010,2010,2016/01/01,2016/02/02,,,read,,,,1,0
6581511,"Shadowland (The Immortals, #3)",Alyson Noel,"Noel, Alyson",,"=""031259044X""","=""9780312590444""",0,3.66,St. Martin's Griffin,Hardcover,339,2009,2009,2016/01/19,2016/01/17,,,read,,,,1,0
25074850,"The Girl in the Spider's Web (Millennium, #4)",David Lagercrantz,"Lagercrantz, David",,"=""0385354282""","=""9780385354288""",0,3.80,Knopf,Hardcover,400,2015,2015,,2015/11/22,to-read,to-read (#49),to-read,,,,0,0
24001092,"This Is Your Life, Harriet Chance!",Jonathan Evison,"Evison, Jonathan",,"=""1616202610""","=""9781616202613""",0,3.39,Algonquin Books,Hardcover,296,2015,2015,,2015/09/02,to-read,to-read (#48),to-read,,,,0,0
25020381,"After You (Me Before You, #2)",Jojo Moyes,"Moyes, Jojo",Anna Acton,"=""0698411412""","=""9780698411418""",0,3.74,Penguin ,Audiobook,12,2015,2015,,2015/09/02,to-read,to-read (#47),to-read,,,,0,0
8755785,"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare,"Clare, Cassandra",,"=""1481426303""","=""9781481426305""",0,4.39,Margaret K. McElderry Books,Hardcover,725,2014,2014,,2014/02/03,,,read,,,,1,0
64863,A Is for Alibi (Kinsey Millhone #1),Sue Grafton,"Grafton, Sue",,"=""0312938993""","=""9780312938994""",3,3.86,St. Martin's Paperbacks,Paperback,308,2005,1982,,2012/10/14,,,read,,,,1,0
23014670,The Book of Speculation,Erika Swyler,"Swyler, Erika",,"=""125005480X""","=""9781250054807""",0,3.61,St. Martin's Press,Hardcover,339,2015,2015,,2015/04/14,to-read,to-read (#46),to-read,,,,0,0
23012481,The Gracekeepers,Kirsty Logan,"Logan, Kirsty",,"=""0553446614""","=""9780553446616""",0,3.57,Crown,Hardcover,320,2015,2015,,2015/04/14,to-read,to-read (#45),to-read,,,,0,0
8205669,"Wicked Appetite (Lizzy & Diesel, #1)",Janet Evanovich,"Evanovich, Janet",,"=""0312652917""","=""9780312652913""",3,3.79,St. Martin's Press,Hardcover,319,2010,2009,2015/03/15,2015/03/15,,,read,,,,1,0
14811943,"Rise (Eve, #3)",Anna Carey,"Carey, Anna",,"=""0062048570""","=""9780062048578""",0,3.74,HarperCollins ,Hardcover,310,2013,2013,,2012/10/09,,,read,,,,1,0
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,"=""1594633665""","=""9781594633669""",0,3.96,Riverhead Books,Hardcover,336,2015,2015,,2015/03/15,to-read,to-read (#44),to-read,,,,0,0
6449916,Girl in the Arena,Lise Haines,"Haines, Lise",,"=""1599903725""","=""9781599903729""",1,2.99,Bloomsbury USA Childrens,Hardcover,336,2009,2009,,2015/03/06,,,read,,,,1,0
852470,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Ally Carter,"Carter, Ally",,"=""1423100034""","=""9781423100034""",0,3.84,Hyperion Book CH,Hardcover,284,2006,2006,2015/03/06,2012/10/14,,,read,,,,1,0
21480930,Gone Girl,Gillian Flynn,"Flynn, Gillian",,"=""0553418351""","=""9780553418354""",3,4.14,Broadway Books,Mass Market Paperback,560,2014,2012,2014/11/20,2014/11/06,,,read,,,,1,0
6186357,"The Maze Runner (The Maze Runner, #1)",James Dashner,"Dashner, James",,"=""0385737947""","=""9780385737944""",0,4.05,Delacorte Press,Hardcover,384,2009,2009,2014/09/13,2014/09/02,,,read,,,,1,0
8135807,"Rock Me (Ross Siblings, #2)",Cherrie Lynn,"Lynn, Cherrie",,"=""1605049557""","=""9781605049557""",0,4.07,Samhain Publishing,Kindle Edition,280,2010,2010,,2014/09/09,,,read,,,,1,0
7202825,"Unleashed (Ross Siblings, #1)",Cherrie Lynn,"Lynn, Cherrie",,"=""1605045535""","=""9781605045535""",0,3.87,Samhain Publishing,Paperback,216,2010,2009,,2014/09/09,,,read,,,,1,0
4522396,The Myths and Legends of Ancient Greece and Rome,E.M. Berens,"Berens, E.M.",,"=""0893410292""","=""9780893410292""",0,3.71,Longwood Press,Hardcover,334,1979,1880,,2014/09/08,to-read,to-read (#43),to-read,,,,0,0
9555,The Elephant Vanishes,Haruki Murakami,"Murakami, Haruki","Jay Rubin, Alfred Birnbaum","=""""","=""""",0,3.83,Vintage,Paperback,327,1994,1993,2014/09/08,2013/03/24,,,read,,,,1,0
9583508,"Smokin' Seventeen (Stephanie Plum, #17)",Janet Evanovich,"Evanovich, Janet",Lorelei King,"=""0307932230""","=""9780307932235""",4,3.99,Random House Audio,Audio CD,6,2011,2011,,2014/09/07,,,read,,,,1,0
11746513,"Explosive Eighteen (Stephanie Plum, #18)",Janet Evanovich,"Evanovich, Janet",,"=""0345527712""","=""9780345527714""",0,3.97,Bantam,Hardcover,305,2011,2011,,2014/09/02,,,read,,,,1,0
12343686,"Hilarity Ensues (Tucker Max, #3)",Tucker Max,"Max, Tucker",,"=""1451669038""","=""9781451669039""",3,3.81,Blue Heeler Books,Hardcover,448,2012,2012,2013/02/02,2012/12/11,,,read,,,,1,0
33600,Shantaram,Gregory David Roberts,"Roberts, Gregory David",,"=""192076920X""","=""9781920769208""",0,4.27,Scribe,Paperback,936,2004,2003,,2014/08/01,to-read,to-read (#42),to-read,,,,0,0
18053060,"Dorothy Must Die (Dorothy Must Die, #1)",Danielle  Paige,"Paige, Danielle",,"=""0062280678""","=""9780062280671""",4,3.80,HarperCollins,Hardcover,452,2014,2014,2014/06/27,2014/06/24,,,read,,,,1,0
17331483,"No Place Like Oz (Dorothy Must Die, #0.1)",Danielle  Paige,"Paige, Danielle",,"=""0062280767""","=""9780062280763""",0,3.81,HarperCollins,Kindle Edition,125,2013,2013,,2014/06/24,to-read,to-read (#41),to-read,,,,0,0
18710190,"Allegiant (Divergent, #3)",Veronica Roth,"Roth, Veronica",,"=""0007524277""","=""9780007524273""",4,3.60,HarperCollins Children's Book's,Hardcover,531,2013,2013,,2014/06/05,,,read,,,,1,0
11735983,"Insurgent (Divergent, #2)",Veronica Roth,"Roth, Veronica",,"=""0007442912""","=""9780007442911""",4,3.97,HarperCollins Children's Books,Hardcover,525,2012,2012,2014/06/05,2014/05/07,,,read,,,,1,0
13335037,"Divergent (Divergent, #1)",Veronica Roth,"Roth, Veronica",,"=""0062024035""","=""9780062024039""",4,4.14,Katherine Tegen Books,Paperback,487,2012,2011,,2014/05/07,,,read,,,,1,0
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.58,Scholastic Inc,Paperback,652,2006,2005,,2012/10/09,,,read,,,,1,0
429138,"River God (Ancient Egypt, #1)",Wilbur Smith,"Smith, Wilbur",,"=""0312954468""","=""9780312954468""",0,4.22,St. Martin's Paperbacks,Mass Market Paperback,664,1995,1993,,2014/02/02,to-read,to-read (#40),to-read,,,,0,0
18004139,High and Dry,Sarah Skilton,"Skilton, Sarah",,"=""1419709291""","=""9781419709296""",0,3.55,Amulet Books,Hardcover,272,2014,2014,,2013/11/09,to-read,to-read (#39),to-read,,,,0,0
17857787,"Pros and Cons (Fox and O'Hare, #0.5)",Janet Evanovich,"Evanovich, Janet",Lee Goldberg,"=""0345549430""","=""9780345549433""",0,3.83,Bantam,ebook,28,2013,2013,,2013/05/12,to-read,to-read (#38),to-read,,,,0,0
16115612,And the Mountains Echoed,Khaled Hosseini,"Hosseini, Khaled",,"=""159463176X""","=""9781594631764""",0,4.07,Riverhead Books,Hardcover,404,2013,2012,,2013/05/03,to-read,to-read (#37),to-read,,,,0,0
442957,Second Thyme Around,Katie Fforde,"Fforde, Katie",,"=""0312335407""","=""9780312335403""",0,3.82,St. Martin's Griffin,Paperback,384,2004,1999,,2013/04/30,to-read,to-read (#36),to-read,,,,0,0
583948,"Bubbles Unbound (Bubbles Yablonsky, #1)",Sarah Strohmeyer,"Strohmeyer, Sarah",,"=""0451205448""","=""9780451205445""",0,3.64,Signet (Penguin Group USA Inc.),Mass Market Paperback,352,2002,2001,,2013/04/30,to-read,to-read (#35),to-read,,,,0,0
1176884,"Body Movers (Body Movers, #1)",Stephanie Bond,"Bond, Stephanie",,"=""0778324826""","=""9780778324829""",0,3.87,Mira,Mass Market Paperback,384,2007,2006,,2013/04/30,to-read,to-read (#34),to-read,,,,0,0
5152478,Wintergirls,Laurie Halse Anderson,"Anderson, Laurie Halse",,"=""067001110X""","=""9780670011100""",0,3.96,Viking Books for Young Readers,Hardcover,278,2009,2009,,2013/04/30,to-read,to-read (#33),to-read,,,,0,0
6316171,Hate List,Jennifer  Brown,"Brown, Jennifer",,"=""0316041440""","=""9780316041447""",0,4.00,"Little, Brown Books for Young Readers",Hardcover,405,2009,2009,,2013/04/30,to-read,to-read (#32),to-read,,,,0,0
248704,It's Kind of a Funny Story,Ned Vizzini,"Vizzini, Ned",,"=""078685197X""","=""9780786851973""",0,4.08,Disney Hyperion,Paperback,444,2007,2006,,2013/04/30,to-read,to-read (#31),to-read,,,,0,0
